KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME
1,12.95,12.95,3,13.02,,4,13.12,13.12,2,13.00,,6,13.37,13.37,5,13.26,13.26
2,9.21,22.16,6,9.57,,3,9.16,22.28,1,9.04,,5,9.19,22.56,4,9.23,22.49
1,9.35,31.51,6,9.29,,3,9.35,31.63,2,9.49,,4,9.17,31.73,5,9.36,31.85
1,9.43,40.94,6,9.41,,4,9.52,41.15,2,9.49,,3,9.37,41.10,5,9.37,41.22
1,9.40,50.34,5,9.39,,4,9.44,50.59,2,9.41,,3,9.41,50.51,6,9.59,50.81
1,9.15,59.49,5,9.15,,4,9.13,59.72,2,9.13,,3,9.16,59.67,6,9.15,59.96
1,9.01,1:08.50,4,9.16,,6,9.48,1:09.20,2,9.03,,2,8.92,1:08.59,5,9.10,1:09.06
1,9.03,1:17.53,5,9.20,,6,9.28,1:18.48,3,9.34,,2,9.30,1:17.89,4,9.03,1:18.09
1,9.22,1:26.75,6,9.83,,4,9.50,1:27.973,3,9.53,,4,9.83,1:27.72,2,9.22,1:27.31
