HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME
1,6.805,6.805,2,6.908,6.908,3,7.165,7.165,4,7.317,7.317
2,9.030,15.835,1,8.893,15.800,3,8.915,16.081,4,9.267,16.584
2,8.774,24.609,1,8.746,24.546,3,8.691,24.771,4,8.879,25.463
2,8.880,33.489,1,8.921,33.467,3,8.958,33.729,4,9.135,34.598
1,9.165,42.654,2,9.202,42.669,3,9.025,42.754,4,9.391,43.989
