OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
3,13.87,13.87,4,14.00,14.00,1,13.66,13.66,2,13.76,13.76
3,10.28,24.15,4,10.24,24.24,1,10.30,23.96,2,10.31,24.07
4,10.10,34.25,3,9.90,34.14,1,9.86,33.82,2,9.94,34.01
3,9.36,43.61,4,9.49,43.63,1,9.54,43.36,2,9.49,43.50
3,8.99,52.60,4,9.17,52.80,1,9.00,52.36,2,8.97,52.47
3,8.78,1:01.38,4,8.69,1:01.49,1,8.84,1:01.20,2,8.81,1:01.28
3,8.85,1:10.23,4,8.84,1:10.33,1,8.73,1:09.93,2,8.84,1:10.12
3,8.73,1:18.96,3,8.63,1:18.96,1,8.81,1:18.74,2,8.65,1:18.77
4,9.16,1:28.116,3,9.01,1:27.975,1,8.97,1:27.71,2,9.07,1:27.84
