Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Alison DESMARAIS POSITION,Alison DESMARAIS LAP TIME,Alison DESMARAIS ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,Elizabeth JOHNSON POSITION,Elizabeth JOHNSON LAP TIME,Elizabeth JOHNSON ELAPSED TIME
2,7.63,7.63,1,7.38,7.38,3,7.76,7.76,4,8.01,8.01
2,9.44,17.07,1,9.40,16.78,3,9.63,17.39,4,9.73,17.74
2,8.89,25.96,1,8.91,25.69,3,9.11,26.50,4,9.30,27.04
2,9.00,34.96,1,9.07,34.76,3,9.37,35.87,4,9.41,36.45
2,9.21,44.17,1,9.29,44.05,3,9.79,45.662,4,9.69,46.148
