START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,10.23,10.23,2,10.39,10.39,3,10.53,10.53,6,10.83,10.83,5,10.67,10.67,4,10.65,10.65,7,11.03,11.03,8,11.20,11.20,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
2,13.67,23.90,1,13.31,23.70,3,13.50,24.03,6,13.57,24.40,5,13.56,24.23,4,13.39,24.04,7,13.54,24.57,8,13.51,24.71,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
2,13.25,37.15,1,13.33,37.03,3,13.27,37.30,6,13.25,37.65,5,13.33,37.56,4,13.39,37.43,7,13.25,37.82,8,13.25,37.96,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
1,12.70,49.85,2,12.95,49.98,3,12.80,50.10,4,12.55,50.20,6,12.70,50.26,5,12.79,50.22,7,12.70,50.52,8,12.70,50.66,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
3,10.54,1:00.39,2,10.30,1:00.28,4,10.37,1:00.47,1,9.94,1:00.14,5,10.36,1:00.62,6,10.52,1:00.74,7,10.36,1:00.88,8,10.35,1:01.01,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
3,10.34,1:10.73,2,10.32,1:10.60,4,10.34,1:10.81,1,10.27,1:10.41,5,10.23,1:10.85,6,10.24,1:10.98,7,10.24,1:11.12,8,10.20,1:11.21,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
6,10.07,1:20.80,2,9.81,1:20.41,4,9.83,1:20.64,1,9.91,1:20.32,3,9.71,1:20.56,5,9.80,1:20.78,7,9.81,1:20.93,8,9.81,1:21.02,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
6,9.57,1:30.37,2,9.53,1:29.94,4,9.48,1:30.12,1,9.54,1:29.86,3,9.47,1:30.03,5,9.45,1:30.23,8,9.55,1:30.48,7,9.44,1:30.46,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
6,9.95,1:40.32,2,9.96,1:39.90,4,9.99,1:40.11,1,9.98,1:39.84,3,9.99,1:40.02,4,9.88,1:40.11,8,10.08,1:40.56,7,9.98,1:40.44,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
6,9.65,1:49.97,3,9.75,1:49.65,5,9.75,1:49.86,1,9.66,1:49.50,4,9.73,1:49.75,2,9.43,1:49.54,8,9.59,1:50.15,6,9.53,1:49.97,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
7,9.64,1:59.61,3,9.57,1:59.22,5,9.50,1:59.36,2,9.48,1:58.98,4,9.50,1:59.25,1,9.24,1:58.78,8,9.53,1:59.68,6,9.51,1:59.48,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
7,9.64,2:09.25,5,9.78,2:09.00,6,9.74,2:09.10,2,9.57,2:08.55,3,9.54,2:08.79,1,9.68,2:08.46,8,9.70,2:09.38,4,9.50,2:08.98,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
6,10.09,2:19.34,5,10.16,2:19.16,7,10.28,2:19.38,2,9.94,2:18.49,3,9.78,2:18.57,1,9.93,2:18.39,8,10.05,2:19.43,4,9.68,2:18.66,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
5,10.48,2:29.805,7,10.86,2:30.003,8,11.03,2:30.383,2,10.21,2:28.70,4,10.38,2:28.95,1,10.22,2:28.61,6,10.49,2:29.904,3,10.16,2:28.82,2016-2017,ISU European Short Track Speed Skating Championships 2017,1500m,w,Semifinals,3
