Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
1,6.90,6.90,2,6.97,6.97,3,7.12,7.12
1,9.15,16.05,2,9.13,16.10,3,9.12,16.24
1,8.55,24.60,3,16.34,32.44,2,8.53,24.77
1,8.65,33.25,3,13.34,45.78,2,8.77,33.54
1,8.97,42.218,3,10.64,56.419,2,9.12,42.656
