Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Dennis WALZER POSITION,Dennis WALZER LAP TIME,Dennis WALZER ELAPSED TIME
1,6.95,6.95,2,7.01,7.01,3,7.17,7.17,4,7.28,7.28
1,9.27,16.23,2,9.26,16.27,4,9.34,16.52,3,9.21,16.49
1,8.77,25.01,2,8.76,25.04,4,8.82,25.35,3,8.78,25.28
1,8.86,33.87,2,8.84,33.88,3,8.61,33.96,4,8.89,34.17
1,8.97,42.839,3,9.39,43.266,2,9.26,43.219,4,9.17,43.331
