Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
1,13.740,13.740,4,14.140,14.140,3,13.890,13.890,2,13.880,13.880
1,11.130,24.880,4,11.110,25.260,3,11.190,25.080,2,11.190,25.070
1,10.430,35.310,4,10.290,35.550,2,10.310,35.390,3,10.340,35.410
1,10.080,45.400,4,10.240,45.790,3,10.320,45.720,2,10.060,45.470
1,10.230,55.630,3,10.070,55.860,4,10.250,55.980,2,10.250,55.720
1,10.180,1:05.810,3,10.060,1:05.920,4,10.160,1:06.140,2,10.100,1:05.820
3,10.310,1:16.130,1,9.610,1:15.540,4,10.160,1:16.310,2,10.200,1:16.030
3,10.360,1:26.490,1,9.910,1:25.460,4,10.610,1:26.920,2,10.300,1:26.340
3,10.460,1:36.950,1,10.040,1:35.510,4,10.850,1:37.780,2,10.340,1:36.680
