HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.95,6.95,2,7.10,7.10,3,7.34,7.34,4,7.48,7.48
1,9.24,16.19,2,9.16,16.26,3,9.31,16.65,4,9.32,16.80
1,8.78,24.97,2,8.76,25.02,3,8.62,25.27,4,8.74,25.54
1,9.19,34.16,3,9.22,34.24,2,8.91,34.18,4,8.92,34.46
1,9.37,43.524,3,9.77,44.005,2,9.66,43.831,4,9.65,44.103
