Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Satomi SAKAI POSITION,Satomi SAKAI LAP TIME,Satomi SAKAI ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME
2,19.356,19.356,3,19.501,19.501,1,19.124,19.124,4,19.572,19.572
2,14.194,33.550,3,14.342,33.842,1,14.403,33.527,4,15.426,34.998
3,12.365,45.915,4,12.129,45.970,1,12.122,45.648,2,10.651,45.649
2,11.217,57.131,4,11.447,57.416,3,11.558,57.206,1,11.281,56.929
3,11.834,1:08.965,4,11.702,1:09.118,2,11.656,1:08.861,1,11.667,1:08.596
2,10.706,1:19.671,4,10.683,1:19.801,3,10.877,1:19.738,1,10.858,1:19.454
4,10.561,1:30.231,3,10.215,1:30.015,2,10.157,1:29.895,1,10.214,1:29.668
3,9.887,1:40.118,4,10.210,1:40.225,2,10.125,1:40.019,1,10.060,1:39.727
2,9.92,1:50.030,4,10.24,1:50.465,3,10.03,1:50.043,1,10.27,1:49.991
