VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
1,7.42,7.42,3,7.54,7.54,2,7.50,7.50
1,9.63,17.05,2,9.59,17.13,3,9.86,17.36
1,9.09,26.14,2,9.12,26.25,3,9.07,26.43
1,9.28,35.42,2,9.26,35.51,3,9.19,35.62
1,9.60,45.017,2,9.61,45.119,3,9.67,45.287
