Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
1,7.09,7.09,2,7.30,7.30,3,7.45,7.45,4,7.70,7.70,5,7.90,7.90
1,9.22,16.31,2,9.18,16.48,3,9.14,16.59,4,9.44,17.14,5,9.37,17.27
1,8.81,25.12,3,8.82,25.30,2,8.60,25.19,4,8.84,25.98,5,8.95,26.22
1,8.84,33.96,3,8.85,34.15,2,8.88,34.07,4,8.93,34.91,5,9.03,35.25
1,9.06,43.02,3,9.24,43.39,2,9.05,43.12,4,9.30,44.219,5,9.29,44.545
