Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
1,6.29,6.29,3,6.80,6.80,2,6.75,6.75,4,6.93,6.93
1,8.95,15.24,3,8.78,15.58,2,8.76,15.51,4,8.78,15.71
1,8.29,23.53,2,8.16,23.74,3,8.31,23.82,4,8.23,23.94
1,8.22,31.75,3,8.48,32.22,2,8.38,32.20,4,8.33,32.27
1,9.01,40.756,3,8.67,40.886,2,8.65,40.850,4,8.92,41.186
