de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,de Xun CHEW POSITION,de Xun CHEW LAP TIME,de Xun CHEW ELAPSED TIME
1,7.10,7.10,2,7.24,7.24,3,7.40,7.40,4,8.29,8.29
1,9.41,16.51,2,9.28,16.52,3,9.34,16.74,4,12.07,20.36
2,9.01,25.52,1,8.88,25.40,3,8.94,25.68,4,12.07,32.43
2,8.97,34.49,1,8.91,34.31,3,9.08,34.76,4,13.15,45.58
2,9.16,43.643,1,9.13,43.437,3,9.34,44.094,4,12.62,58.198
