Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME,JUNG Ba-Ra POSITION,JUNG Ba-Ra LAP TIME,JUNG Ba-Ra ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,7.56,7.56,2,7.98,7.98,3,8.10,8.10,4,8.41,8.41
1,9.65,17.22,3,10.02,18.00,2,9.82,17.93,4,9.61,18.02
1,9.13,26.35,4,9.64,27.65,2,9.24,27.17,3,9.60,27.63
1,9.34,35.69,3,9.66,37.32,2,9.22,36.40,4,9.74,37.38
1,9.70,45.386,3,9.94,47.257,2,9.78,46.176,4,9.98,47.351
