Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME
1,6.866,6.866,2,6.987,6.987,3,7.110,7.110,4,7.175,7.175
1,9.117,15.982,2,9.019,16.005,3,9.214,16.323,4,9.364,16.538
1,8.555,24.537,2,8.713,24.718,3,8.418,24.741,4,8.745,25.283
1,8.681,33.217,2,8.670,33.387,3,8.815,33.555,4,8.708,33.991
1,9.22,42.431,3,9.49,42.868,2,8.95,42.503,4,10.42,44.405
