SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Benjamin STUTHRIDGE POSITION,Benjamin STUTHRIDGE LAP TIME,Benjamin STUTHRIDGE ELAPSED TIME,Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME
2,7.248,7.248,3,7.264,7.264,4,7.573,7.573,1,7.032,7.032
1,9.060,16.307,3,9.629,16.892,4,10.472,18.045,2,9.745,16.776
1,8.873,25.180,3,9.048,25.940,4,9.575,27.620,2,9.123,25.899
1,9.113,34.292,2,8.918,34.857,4,10.153,37.772,3,9.554,35.453
1,9.40,43.688,2,9.67,44.521,4,10.51,48.274,3,9.51,44.959
