KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
1,7.03,7.03,2,7.11,7.11,3,7.29,7.29,5,7.55,7.55,4,7.38,7.38
1,9.06,16.09,2,9.10,16.21,4,9.21,16.50,5,9.13,16.68,3,8.97,16.35
1,8.61,24.70,2,8.57,24.78,4,8.52,25.02,5,8.55,25.23,3,8.55,24.90
1,8.79,33.49,3,8.89,33.67,4,8.70,33.72,5,8.81,34.04,2,8.73,33.63
2,9.15,42.647,4,9.07,42.749,3,8.98,42.702,5,9.12,43.161,1,8.85,42.48
