Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
2,13.769,13.769,1,13.425,13.425,3,13.789,13.789,4,14.077,14.077,5,14.372,14.372
4,10.884,24.653,3,10.985,24.410,1,10.530,24.318,2,10.307,24.384,5,10.522,24.894
4,10.250,34.902,5,10.548,34.958,1,10.025,34.342,2,10.252,34.636,3,9.893,34.786
5,9.877,44.778,3,9.571,44.528,1,10.047,44.388,2,9.874,44.510,4,9.939,44.725
5,9.603,54.381,4,9.732,54.260,1,9.179,53.567,2,9.222,53.732,3,9.288,54.013
5,9.437,1:03.817,4,9.297,1:03.556,1,9.471,1:03.038,2,9.378,1:03.109,3,9.252,1:03.264
5,9.752,1:13.568,4,9.340,1:12.895,1,9.155,1:12.192,2,9.476,1:12.585,3,9.363,1:12.627
5,10.134,1:23.702,4,9.310,1:22.205,2,9.648,1:21.839,1,9.235,1:21.819,3,9.573,1:22.200
5,10.69,1:34.392,4,9.60,1:31.805,1,9.69,1:31.529,2,9.73,1:31.540,3,9.60,1:31.793
