SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Sebastian Fidel LENCINAS POSITION,Sebastian Fidel LENCINAS LAP TIME,Sebastian Fidel LENCINAS ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,ROES Sven POSITION,ROES Sven LAP TIME,ROES Sven ELAPSED TIME,Chiyuan ZHONG POSITION,Chiyuan ZHONG LAP TIME,Chiyuan ZHONG ELAPSED TIME
1,13.58,13.58,4,13.97,13.97,5,14.09,14.09,3,13.83,13.83,2,13.69,13.69
2,10.14,23.72,5,10.03,24.00,4,9.87,23.96,1,9.73,23.56,3,10.15,23.84
2,9.54,33.26,5,9.71,33.71,4,9.48,33.44,1,9.58,33.14,3,9.43,33.27
3,9.64,42.90,5,9.49,43.20,4,9.54,42.98,1,9.49,42.63,2,9.50,42.77
3,9.27,52.17,5,9.48,52.68,4,9.33,52.31,1,9.30,51.93,2,9.29,52.06
3,9.01,1:01.18,5,9.45,1:02.13,4,8.99,1:01.30,1,9.02,1:00.95,2,9.01,1:01.07
3,8.96,1:10.14,5,9.80,1:11.93,4,9.03,1:10.33,1,8.92,1:09.87,2,9.05,1:10.12
1,8.75,1:18.89,5,10.15,1:22.08,3,9.02,1:19.35,2,9.04,1:18.91,4,9.34,1:19.46
1,9.05,1:27.94,5,10.18,1:32.26,3,9.18,1:28.53,2,9.15,1:28.06,4,9.69,1:29.15
