GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
4,7.32,7.32,1,6.89,6.89,2,7.04,7.04,3,7.25,7.25
4,9.42,16.74,1,8.94,15.83,2,8.91,15.95,3,8.91,16.16
4,9.07,25.81,1,8.54,24.37,2,8.48,24.43,3,8.37,24.53
4,9.34,35.15,1,8.68,33.05,2,8.69,33.12,3,8.76,33.29
4,9.53,44.68,1,9.01,42.06,2,9.05,42.17,3,8.98,42.27
