Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Kirath SINGH POSITION,Kirath SINGH LAP TIME,Kirath SINGH ELAPSED TIME
1,6.88,6.88,2,7.08,7.08,3,7.14,7.14,4,7.36,7.36,5,7.59,7.59
1,8.90,15.78,2,9.04,16.12,3,9.10,16.24,4,8.97,16.33,5,9.82,17.41
1,8.49,24.27,2,8.49,24.61,3,8.40,24.64,4,8.46,24.79,5,9.56,26.97
1,8.60,32.87,4,9.17,33.78,3,8.95,33.59,2,8.59,33.38,5,9.63,36.60
1,8.82,41.690,3,9.02,42.791,0,,PEN,2,8.88,42.259,4,9.88,46.474
