Jana DOMBROVSKAYA POSITION,Jana DOMBROVSKAYA LAP TIME,Jana DOMBROVSKAYA ELAPSED TIME,FAJKUSOVA Marketa POSITION,FAJKUSOVA Marketa LAP TIME,FAJKUSOVA Marketa ELAPSED TIME,SCHEPERS Nienke POSITION,SCHEPERS Nienke LAP TIME,SCHEPERS Nienke ELAPSED TIME,Dione Shu Yen TAN POSITION,Dione Shu Yen TAN LAP TIME,Dione Shu Yen TAN ELAPSED TIME,USATOVA Alina POSITION,USATOVA Alina LAP TIME,USATOVA Alina ELAPSED TIME
1,7.74,7.74,2,7.89,7.89,3,8.11,8.11,4,8.25,8.25,5,8.28,8.28
1,10.06,17.80,2,10.03,17.92,3,9.96,18.07,4,10.03,18.28,5,10.27,18.55
1,9.62,27.42,3,9.70,27.62,2,9.45,27.52,4,9.35,27.63,5,9.51,28.06
1,9.92,37.34,5,10.41,38.03,2,9.89,37.41,4,10.24,37.87,3,9.56,37.62
1,10.21,47.551,5,9.93,47.961,3,10.33,47.745,4,9.95,47.829,2,10.01,47.632
