VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
2,7.46,7.46,1,7.17,7.17,3,7.73,7.73,4,7.81,7.81
2,9.74,17.20,1,9.98,17.15,4,9.60,17.33,3,9.51,17.33
2,9.34,26.54,1,9.38,26.54,4,9.44,26.77,3,9.34,26.68
3,9.59,36.13,1,9.50,36.05,4,9.54,36.32,2,9.44,36.12
2,9.88,46.010,1,9.88,45.923,3,9.71,46.024,4,10.00,46.112
