CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME
4,15.06,15.06,2,14.83,14.83,1,14.74,14.74,3,14.90,14.90
4,11.40,26.46,3,11.44,26.27,1,11.37,26.11,2,11.25,26.15
4,10.34,36.80,3,10.35,36.62,2,10.39,36.50,1,10.18,36.33
4,10.63,47.43,3,10.63,47.25,2,10.65,47.15,1,10.68,47.01
4,10.61,58.04,3,10.67,57.92,2,10.65,57.80,1,10.70,57.71
4,10.37,1:08.41,3,10.33,1:08.25,2,10.30,1:08.10,1,10.31,1:08.02
3,9.90,1:18.31,2,9.76,1:18.01,1,9.90,1:18.00,4,10.29,1:18.31
3,9.79,1:28.10,1,9.51,1:27.52,2,10.05,1:28.05,4,10.39,1:28.70
2,10.02,1:38.119,1,9.98,1:37.498,3,10.32,1:38.362,4,10.70,1:39.392
