Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME
1,13.07,13.07,2,13.19,13.19,4,13.27,13.27,3,13.20,13.20,5,13.49,13.49
2,10.45,23.52,3,10.53,23.72,4,10.58,23.85,1,10.30,23.50,5,10.52,24.01
2,9.94,33.46,3,9.82,33.54,4,9.78,33.63,1,9.86,33.36,5,9.72,33.73
2,10.07,43.53,3,10.08,43.62,4,10.11,43.74,1,10.06,43.42,5,10.13,43.86
2,9.83,53.36,3,9.88,53.50,4,9.86,53.60,1,9.83,53.25,5,9.85,53.71
2,9.23,1:02.59,3,9.20,1:02.70,4,9.22,1:02.82,1,9.29,1:02.54,5,9.23,1:02.94
2,9.11,1:11.70,3,9.10,1:11.80,5,9.29,1:12.11,1,8.96,1:11.50,4,9.04,1:11.98
2,8.84,1:20.54,3,8.83,1:20.63,5,9.22,1:21.33,1,8.82,1:20.32,4,9.03,1:21.01
2,8.88,1:29.42,3,8.94,1:29.57,5,9.50,1:30.83,1,8.90,1:29.22,4,9.22,1:30.23
