Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
2,7.32,7.32,1,7.14,7.14,3,7.49,7.49
2,9.10,16.42,1,8.93,16.07,3,9.42,16.91
2,8.77,25.19,1,8.55,24.62,3,9.20,26.11
2,8.94,34.13,1,8.64,33.26,3,9.29,35.40
2,9.18,43.305,1,8.74,41.992,3,9.59,44.987
