Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.89,6.89,2,6.98,6.98,4,7.13,7.13,3,7.03,7.03
1,9.03,15.93,2,9.53,16.52,3,9.44,16.57,4,20.95,27.99
1,8.76,24.69,2,8.87,25.39,3,8.94,25.51,4,10.93,38.92
1,8.76,33.46,2,9.00,34.39,3,8.92,34.43,4,10.58,49.51
1,9.14,42.598,3,9.39,43.777,2,9.13,43.553,0,,DQ
