Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Balazs KNOCH POSITION,Balazs KNOCH LAP TIME,Balazs KNOCH ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME
1,13.772,13.772,3,14.007,14.007,4,14.169,14.169,2,13.921,13.921,5,14.236,14.236
1,11.293,25.065,3,11.259,25.266,4,11.271,25.440,2,11.177,25.098,5,11.205,25.441
1,11.237,36.301,3,11.226,36.491,5,11.452,36.892,2,11.251,36.349,4,11.377,36.818
1,10.064,46.365,4,10.130,46.620,5,9.928,46.819,2,10.133,46.482,3,9.735,46.552
2,9.852,56.216,4,9.798,56.417,5,9.687,56.506,1,9.724,56.206,3,9.673,56.224
1,9.389,1:05.604,3,9.469,1:05.886,5,9.683,1:06.188,2,9.605,1:05.810,4,9.811,1:06.035
1,9.519,1:15.122,2,9.490,1:15.375,4,9.632,1:15.820,3,9.834,1:15.644,5,10.042,1:16.077
1,9.524,1:24.646,2,9.622,1:24.997,4,9.820,1:25.640,3,9.774,1:25.418,5,9.755,1:25.831
1,10.11,1:34.750,2,10.01,1:35.000,5,10.36,1:36.000,3,10.01,1:35.423,4,10.09,1:35.913
