Debora SECCHI POSITION,Debora SECCHI LAP TIME,Debora SECCHI ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
1,14.530,14.530,3,15.270,15.270,4,15.300,15.300,2,15.040,15.040
1,11.100,25.640,2,10.730,26.000,3,11.060,26.370,4,11.510,26.550
1,11.400,37.050,2,11.360,37.370,3,11.160,37.530,4,11.110,37.670
1,10.720,47.770,4,11.130,48.500,3,10.760,48.290,2,10.520,48.200
1,10.420,58.200,2,10.100,58.610,4,10.430,58.730,3,10.450,58.650
1,10.190,1:08.390,2,10.030,1:08.640,4,12.930,1:11.660,3,10.580,1:09.240
1,9.870,1:18.270,2,9.920,1:18.570,3,7.160,1:18.830,4,10.940,1:20.190
1,10.210,1:28.480,2,10.310,1:28.880,3,11.490,1:30.320,4,11.410,1:31.600
1,10.260,1:38.740,2,10.150,1:39.040,3,8.950,1:39.280,4,11.390,1:43.000
