Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
5,29.60,29.60,1,12.26,12.26,3,12.69,12.69,2,12.38,12.38,4,13.33,13.33
5,15.74,45.34,2,10.11,22.37,1,9.63,22.32,3,10.09,22.47,4,10.70,24.03
5,11.04,56.38,2,9.39,31.76,1,9.30,31.62,3,9.43,31.90,4,9.13,33.16
5,10.90,1:07.28,2,9.39,41.15,1,9.39,41.01,3,9.38,41.28,4,9.09,42.25
5,11.88,1:19.16,2,9.09,50.24,1,9.10,50.11,3,9.08,50.36,4,9.20,51.45
5,11.51,1:30.67,2,9.06,59.30,1,9.07,59.18,3,9.05,59.41,4,9.45,1:00.90
5,11.39,1:42.06,2,9.09,1:08.39,1,9.09,1:08.27,3,9.07,1:08.48,4,10.16,1:11.06
5,12.02,1:54.08,2,9.31,1:17.70,1,9.29,1:17.56,3,9.30,1:17.78,4,11.40,1:22.46
5,12.19,2:06.268,2,9.54,1:27.233,1,9.60,1:27.153,3,9.49,1:27.268,4,13.00,1:35.459
