Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Justin COPSEY POSITION,Justin COPSEY LAP TIME,Justin COPSEY ELAPSED TIME
1,6.737,6.737,2,7.059,7.059,3,7.179,7.179,4,7.192,7.192,5,7.483,7.483
1,9.106,15.843,2,9.428,16.487,3,9.343,16.521,4,9.335,16.527,5,9.654,17.137
1,9.160,25.002,4,9.543,26.030,3,9.178,25.699,2,8.729,25.255,5,9.829,26.966
1,9.347,34.349,4,9.450,35.480,3,9.555,35.253,2,9.129,34.384,5,9.900,36.866
1,9.94,44.282,4,9.67,45.142,3,9.86,45.106,2,10.01,44.390,5,10.19,47.049
