HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
2,12.54,12.54,3,12.66,12.66,1,12.45,12.45,5,12.93,12.93,4,12.75,12.75
3,9.44,21.98,2,9.31,21.97,1,9.45,21.90,5,9.31,22.24,4,9.31,22.06
3,8.72,30.70,2,8.69,30.66,1,8.74,30.64,5,8.70,30.94,4,8.71,30.77
3,9.05,39.75,1,8.94,39.60,2,9.03,39.67,5,9.01,39.95,4,9.04,39.81
3,9.29,49.04,1,9.26,48.86,2,9.28,48.95,5,9.29,49.24,4,9.30,49.11
3,9.30,58.34,1,9.29,58.15,2,9.30,58.25,5,9.33,58.57,4,9.33,58.44
3,9.17,1:07.51,1,9.20,1:07.35,2,9.21,1:07.46,5,9.30,1:07.87,4,9.17,1:07.61
2,8.97,1:16.48,1,9.10,1:16.45,4,9.31,1:16.77,5,9.40,1:17.27,3,8.95,1:16.56
1,9.07,1:25.546,0,,PEN,3,9.58,1:26.350,4,10.05,1:27.318,2,9.24,1:25.798
