Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME
3,13.04,13.04,1,12.93,12.93,2,13.01,13.01,4,13.21,13.21
2,10.05,23.09,1,10.04,22.97,3,10.09,23.10,4,10.03,23.24
2,9.91,33.00,1,10.01,32.98,3,10.00,33.10,4,9.95,33.19
4,9.91,42.91,2,9.71,42.69,3,9.68,42.78,1,9.30,42.49
4,9.31,52.22,2,9.24,51.93,3,9.29,52.07,1,9.33,51.82
4,9.18,1:01.40,2,9.21,1:01.14,3,9.21,1:01.28,1,9.21,1:01.03
4,9.18,1:10.58,2,9.15,1:10.29,3,9.07,1:10.35,1,9.14,1:10.17
4,26.07,1:36.65,2,9.14,1:19.43,3,9.19,1:19.54,1,9.19,1:19.36
4,18.56,1:55.208,1,9.51,1:28.938,3,9.53,1:29.068,2,9.67,1:29.025
