Arjen KLAVERSMA POSITION,Arjen KLAVERSMA LAP TIME,Arjen KLAVERSMA ELAPSED TIME,VERNIKOV Evgeni POSITION,VERNIKOV Evgeni LAP TIME,VERNIKOV Evgeni ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Matus MICHALIK POSITION,Matus MICHALIK LAP TIME,Matus MICHALIK ELAPSED TIME
2,7.456,7.456,4,7.490,7.490,1,7.395,7.395,3,7.474,7.474,5,7.517,7.517
5,10.070,17.525,4,9.798,17.288,2,9.785,17.180,1,9.671,17.144,3,9.741,17.258
4,9.283,26.808,3,9.480,26.767,5,9.634,26.814,1,9.391,26.535,2,9.303,26.560
4,10.169,36.976,2,9.809,36.576,5,10.339,37.152,1,9.288,35.823,3,10.243,36.803
0,,DQ,2,10.66,47.231,3,10.36,47.508,1,10.13,45.944,0,,DQ
