Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
2,13.946,13.946,4,14.151,14.151,3,14.074,14.074,1,13.620,13.620
3,10.592,24.538,4,10.748,24.899,1,10.384,24.458,2,10.900,24.520
3,10.923,35.461,4,10.766,35.665,2,10.926,35.383,1,10.854,35.374
2,10.510,45.971,4,10.656,46.320,3,10.619,46.003,1,10.464,45.838
2,9.928,55.899,4,9.832,56.153,3,9.914,55.917,1,9.794,55.632
2,9.992,1:05.891,4,10.041,1:06.194,3,10.169,1:06.086,1,10.136,1:05.768
2,9.618,1:15.509,3,9.578,1:15.772,4,9.735,1:15.821,1,9.657,1:15.425
2,9.861,1:25.369,3,9.818,1:25.590,4,9.938,1:25.759,1,9.789,1:25.214
2,9.693,1:35.062,3,9.768,1:35.358,4,9.911,1:35.671,1,9.677,1:34.891
