Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
2,7.70,7.70,1,7.39,7.39,3,7.88,7.88
2,9.89,17.59,1,9.81,17.20,3,10.02,17.90
2,9.36,26.95,1,9.49,26.69,3,9.48,27.38
2,9.38,36.33,1,9.53,36.22,3,9.67,37.05
2,9.76,46.086,1,9.80,46.013,3,9.91,46.952
