Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Jelle de BRUYN POSITION,Jelle de BRUYN LAP TIME,Jelle de BRUYN ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
3,14.355,14.355,2,14.218,14.218,4,14.733,14.733,5,14.948,14.948,1,13.773,13.773
2,9.557,23.911,3,9.815,24.032,4,9.552,24.285,5,10.014,24.962,1,10.006,23.778
2,10.117,34.028,3,10.108,34.140,4,9.988,34.272,5,9.701,34.662,1,10.025,33.803
2,9.939,43.966,3,9.855,43.994,4,9.926,44.197,5,9.891,44.553,1,9.880,43.682
1,9.799,53.764,3,9.865,53.859,4,9.906,54.103,5,9.831,54.383,2,10.129,53.811
1,9.659,1:03.423,2,9.681,1:03.540,4,9.578,1:03.680,5,9.500,1:03.883,3,9.761,1:03.571
1,9.539,1:12.962,3,9.575,1:13.114,2,9.413,1:13.093,5,9.513,1:13.396,4,9.615,1:13.186
2,9.493,1:22.455,4,9.689,1:22.802,1,9.192,1:22.285,5,10.021,1:23.416,3,9.528,1:22.714
2,9.70,1:32.152,4,10.02,1:32.814,1,9.61,1:31.888,5,9.99,1:33.403,3,9.75,1:32.460
