Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME
2,11.82,11.82,3,11.98,11.98,5,12.37,12.37,4,12.13,,1,11.80,11.80
2,9.14,20.96,1,8.95,20.93,5,8.83,21.20,4,8.94,,3,9.21,21.01
2,9.07,30.03,1,9.08,30.01,5,9.18,30.38,4,9.20,,3,9.13,30.14
1,8.88,38.91,3,9.00,39.01,5,8.84,39.22,4,8.87,,2,8.86,39.00
1,8.87,47.78,3,8.97,47.98,5,8.97,48.19,4,8.94,,2,8.88,47.88
1,8.91,56.69,3,8.90,56.88,5,8.85,57.04,3,8.80,,2,8.92,56.80
1,8.92,1:05.61,4,9.04,1:05.92,5,8.95,1:05.99,3,8.96,,2,8.95,1:05.75
1,9.06,1:14.67,4,9.13,1:15.05,5,9.16,1:15.15,3,9.09,,2,9.14,1:14.89
1,9.36,1:24.03,4,9.51,1:24.56,3,9.38,1:24.53,2,9.50,,5,10.50,1:25.39
