Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,Alex IZYKOWSKI POSITION,Alex IZYKOWSKI LAP TIME,Alex IZYKOWSKI ELAPSED TIME,Vitali BAZYLENKO POSITION,Vitali BAZYLENKO LAP TIME,Vitali BAZYLENKO ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
2,13.239,13.239,3,13.353,13.353,1,13.090,13.090,4,13.375,13.375,5,13.464,13.464
3,10.657,23.895,4,10.646,23.999,2,10.710,23.799,1,10.420,23.795,5,10.578,24.041
2,10.447,34.342,3,10.512,34.510,4,10.716,34.515,1,10.455,34.249,5,10.547,34.588
2,10.364,44.705,5,10.458,44.967,3,10.321,44.835,1,10.285,44.533,4,10.283,44.870
2,10.267,54.972,1,9.931,54.898,5,10.462,55.297,3,10.499,55.031,4,10.272,55.142
2,9.509,1:04.480,1,9.441,1:04.338,5,10.012,1:05.308,3,9.764,1:04.795,4,10.046,1:05.188
2,9.656,1:14.136,1,9.646,1:13.984,5,10.128,1:15.435,3,9.810,1:14.604,4,10.151,1:15.339
2,9.907,1:24.043,1,9.875,1:23.859,5,10.401,1:25.836,3,9.962,1:24.565,4,10.386,1:25.725
2,10.22,1:34.260,1,10.31,1:34.162,4,10.76,1:36.589,3,10.55,1:35.108,5,12.15,1:37.866
