BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,7.15,7.15,3,7.49,7.49,2,7.26,7.26
1,9.34,16.49,3,9.38,16.87,2,9.43,16.69
1,8.95,25.44,2,8.74,25.61,3,8.93,25.62
1,8.95,34.39,2,9.01,34.62,3,9.16,34.78
1,9.02,43.410,2,9.01,43.623,3,9.31,44.082
