Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Marco BERTOLDI POSITION,Marco BERTOLDI LAP TIME,Marco BERTOLDI ELAPSED TIME
0,7.077,7.077,0,,,0,7.094,7.094,0,7.271,7.271
0,9.622,16.698,0,,,0,9.448,16.542,0,9.516,16.787
0,9.406,26.104,0,,,0,9.120,25.661,0,9.228,26.015
0,9.744,35.848,0,,,0,9.211,34.872,0,9.364,35.379
0,,,0,,,0,,,0,,
