LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,6.93,6.93,2,7.13,7.13,4,8.05,8.05,3,7.53,7.53
1,9.32,16.25,2,9.56,16.69,4,9.78,17.83,3,9.64,17.17
1,8.90,25.15,2,9.12,25.81,4,9.09,26.92,3,8.76,25.93
1,9.05,34.20,3,9.34,35.15,4,9.38,36.30,2,9.21,35.14
1,9.37,43.569,2,9.52,44.666,4,9.65,45.949,3,9.54,44.679
