Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
0,6.951,6.951,0,7.307,7.307,0,7.000,7.000,0,7.426,7.426
0,9.757,16.708,0,23.245,30.552,0,9.230,16.230,0,,
0,8.845,25.552,0,11.716,42.268,0,9.018,25.248,0,,
0,9.022,34.575,0,11.575,53.843,0,9.126,34.374,0,,34.489
0,,,0,,,0,,,0,,
