Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,7.70,7.70,3,7.95,7.95,2,7.78,7.78,4,8.08,8.08
1,9.90,17.60,3,9.87,17.82,2,9.97,17.75,4,9.87,17.95
1,9.23,26.83,3,9.22,27.04,2,9.24,26.99,4,9.27,27.22
1,9.39,36.22,3,9.41,36.45,2,9.34,36.33,4,9.47,36.69
1,9.79,46.004,3,9.64,46.086,2,9.71,46.033,4,9.53,46.212
