Shota UEMURA POSITION,Shota UEMURA LAP TIME,Shota UEMURA ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,7.16,7.16,3,7.50,7.50,2,7.45,7.45,4,7.56,7.56
1,9.76,16.92,3,9.73,17.23,2,9.74,17.19,4,9.87,17.43
1,9.43,26.35,3,9.57,26.80,2,9.60,26.79,4,9.73,27.16
1,9.48,35.83,3,9.45,36.25,2,9.38,36.17,4,9.42,36.58
1,9.72,45.541,2,9.55,45.791,3,9.74,45.910,4,9.62,46.192
