GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Joshua CHEETHAM POSITION,Joshua CHEETHAM LAP TIME,Joshua CHEETHAM ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Koen SLOOTWEG POSITION,Koen SLOOTWEG LAP TIME,Koen SLOOTWEG ELAPSED TIME
4,13.03,13.03,2,12.81,12.81,3,12.96,12.96,1,12.66,12.66,5,13.08,13.08
5,9.87,22.90,1,9.62,22.43,3,9.74,22.70,2,9.87,22.53,4,9.72,22.80
5,9.73,32.63,1,9.80,32.23,3,9.73,32.43,2,9.79,32.32,4,9.72,32.52
5,9.79,42.42,1,9.81,42.04,3,9.79,42.22,2,9.83,42.15,4,9.80,42.32
5,9.55,51.97,1,9.48,51.52,4,9.62,51.84,2,9.47,51.62,3,9.42,51.74
5,9.37,1:01.34,1,9.38,1:00.90,4,9.38,1:01.22,2,9.40,1:01.02,3,9.39,1:01.13
5,9.26,1:10.60,1,9.31,1:10.21,4,9.31,1:10.53,2,9.30,1:10.32,3,9.30,1:10.43
5,9.50,1:20.10,1,9.07,1:19.28,4,9.13,1:19.66,2,9.07,1:19.39,3,9.11,1:19.54
5,9.75,1:29.85,1,9.15,1:28.43,4,9.16,1:28.82,2,9.13,1:28.52,3,9.11,1:28.65
