VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME,BOUDRIAS Megan POSITION,BOUDRIAS Megan LAP TIME,BOUDRIAS Megan ELAPSED TIME,Holly HOYLAND POSITION,Holly HOYLAND LAP TIME,Holly HOYLAND ELAPSED TIME
1,7.30,7.30,3,7.68,7.68,2,7.43,7.43,4,7.81,7.81
1,9.28,16.58,3,9.38,17.06,2,9.29,16.72,4,9.45,17.26
1,8.83,25.41,3,8.96,26.02,2,8.80,25.52,4,8.88,26.14
1,8.90,34.31,3,9.03,35.05,2,8.94,34.46,4,9.06,35.20
1,9.22,43.53,3,9.22,44.27,2,9.18,43.64,4,9.10,44.309
