Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,12.52,12.52,4,12.86,12.86,2,12.65,12.65,3,12.77,12.77,5,13.01,13.01
1,10.25,22.77,4,10.13,22.99,2,10.14,22.79,3,10.17,22.94,5,10.12,23.13
3,9.70,32.47,1,9.08,32.07,2,9.59,32.38,4,9.66,32.60,5,9.61,32.74
4,9.15,41.62,1,8.91,40.98,3,9.17,41.55,2,8.93,41.53,5,9.08,41.82
4,8.87,50.49,1,8.81,49.79,3,8.85,50.40,2,8.72,50.25,5,8.90,50.72
4,8.70,59.19,1,8.82,58.61,3,8.72,59.12,2,8.75,59.00,5,8.93,59.65
4,8.89,1:08.08,1,8.87,1:07.48,3,8.86,1:07.98,2,8.91,1:07.91,5,9.06,1:08.71
4,9.20,1:17.28,1,8.94,1:16.42,2,9.10,1:17.08,3,9.18,1:17.09,5,9.34,1:18.05
4,9.52,1:26.794,1,9.63,1:26.050,2,9.35,1:26.422,3,9.47,1:26.558,5,9.60,1:27.646
