YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,6.84,6.84,3,7.35,7.35,2,6.95,6.95,4,7.41,7.41
1,8.95,15.79,3,9.22,16.57,2,9.03,15.98,4,9.25,16.66
1,8.68,24.47,3,8.86,25.43,2,8.62,24.60,4,8.93,25.59
1,8.78,33.25,4,9.06,34.49,2,8.82,33.42,3,8.89,34.48
1,8.93,42.177,4,9.54,44.024,2,8.94,42.357,3,9.11,43.585
