MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Jerebelle YUTANGCO POSITION,Jerebelle YUTANGCO LAP TIME,Jerebelle YUTANGCO ELAPSED TIME
3,7.70,7.70,4,7.99,7.99,2,7.55,7.55,1,7.36,7.36,5,8.18,8.18
3,9.48,17.18,4,9.85,17.84,2,9.47,17.02,1,9.55,16.91,5,10.17,18.35
3,9.08,26.26,4,9.17,27.01,1,8.92,25.94,2,9.19,26.10,5,10.01,28.36
3,9.15,35.41,4,9.61,36.62,1,9.09,35.03,2,9.15,35.25,5,10.15,38.51
3,9.28,44.69,4,9.90,46.52,1,9.28,44.31,2,9.20,44.45,5,10.42,48.93
