DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,Thibault METRAUX POSITION,Thibault METRAUX LAP TIME,Thibault METRAUX ELAPSED TIME
1,6.90,6.90,3,7.24,7.24,4,7.30,7.30,2,7.12,7.12,5,7.65,7.65
1,8.73,15.63,3,9.21,16.45,4,9.22,16.52,2,9.12,16.24,5,9.50,17.15
1,8.37,24.00,3,8.87,25.32,4,8.86,25.38,2,8.79,25.03,5,9.10,26.25
1,8.58,32.58,3,9.02,34.34,4,8.99,34.37,2,8.99,34.02,5,9.25,35.50
1,8.70,41.28,4,9.29,43.63,3,9.21,43.58,2,9.16,43.18,5,9.50,45.00
