JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,13.760,13.760,3,13.830,13.830,4,13.850,13.850,1,13.650,13.650
4,10.900,24.660,3,10.580,24.410,2,10.510,24.370,1,10.690,24.350
4,10.320,34.980,1,10.190,34.600,2,10.330,34.700,3,10.530,34.880
4,10.730,45.720,1,10.720,45.330,2,10.620,45.330,3,10.760,45.650
4,10.360,56.080,2,10.440,55.770,1,10.400,55.730,3,10.290,55.950
4,9.980,1:06.070,1,9.930,1:05.710,2,10.090,1:05.830,3,10.070,1:06.020
2,9.200,1:15.270,1,9.530,1:15.240,3,9.880,1:15.710,4,9.810,1:15.830
1,9.450,1:24.730,2,9.710,1:24.950,4,10.640,1:26.360,3,10.050,1:25.890
1,10.030,1:34.760,3,10.000,1:34.960,2,8.560,1:34.920,4,10.670,1:36.560
