Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Gioya LANCEE POSITION,Gioya LANCEE LAP TIME,Gioya LANCEE ELAPSED TIME,BLAIS Danae POSITION,BLAIS Danae LAP TIME,BLAIS Danae ELAPSED TIME
1,7.49,7.49,2,7.73,7.73,3,7.79,7.79,3,7.79,7.79
1,9.64,17.13,3,10.03,17.76,4,10.15,17.94,2,9.90,17.69
1,9.15,26.28,3,9.30,27.06,4,9.35,27.29,2,9.26,26.95
1,9.27,35.55,2,9.11,36.17,4,9.31,36.60,3,9.33,36.28
1,9.54,45.09,2,9.39,45.56,4,9.55,46.105,3,9.55,45.813
