Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
1,7.20,7.20,2,7.35,7.35,3,7.49,7.49,4,7.88,7.88
1,9.41,16.61,2,9.44,16.79,3,9.40,16.89,4,9.86,17.74
1,9.08,25.69,2,9.20,25.99,3,9.19,26.08,4,9.42,27.16
1,8.97,34.66,2,8.91,34.90,3,8.98,35.06,4,9.39,36.55
1,9.50,44.160,2,9.46,44.356,3,9.37,44.430,4,10.00,46.544
