START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,8.23,8.23,4,8.43,8.43,3,8.30,8.30,5,8.56,8.56,6,8.66,8.66,1,8.05,8.05,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,12.60,20.83,1,12.38,20.81,4,12.71,21.01,6,12.72,21.28,5,12.50,21.16,3,12.90,20.95,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
4,11.68,32.51,2,11.59,32.40,1,11.25,32.26,3,11.20,32.48,6,11.60,32.76,5,11.72,32.67,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,10.73,43.24,3,10.91,43.31,1,10.87,43.13,4,10.95,43.43,6,10.87,43.63,5,10.86,43.53,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,11.17,54.41,3,11.15,54.46,1,11.13,54.26,4,11.14,54.57,6,11.13,54.76,5,11.17,54.70,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
3,10.77,1:05.18,5,10.92,1:05.38,2,10.80,1:05.06,6,10.94,1:05.51,1,10.23,1:04.99,4,10.48,1:05.18,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
4,9.78,1:14.96,5,9.68,1:15.06,3,9.81,1:14.87,6,9.67,1:15.18,2,9.80,1:14.79,1,9.57,1:14.75,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
5,10.14,1:25.10,3,9.92,1:24.98,4,10.14,1:25.01,6,10.06,1:25.24,2,10.15,1:24.94,1,10.10,1:24.85,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,9.82,1:34.92,4,10.13,1:35.11,6,10.21,1:35.22,5,9.97,1:35.21,1,9.97,1:34.91,3,10.12,1:34.97,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,9.42,1:44.34,5,9.52,1:44.63,6,9.49,1:44.71,4,9.33,1:44.54,1,9.33,1:44.24,3,9.46,1:44.43,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,9.25,1:53.59,5,9.23,1:53.86,6,9.26,1:53.97,4,9.25,1:53.79,1,9.26,1:53.50,3,9.26,1:53.69,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,9.09,2:02.68,5,9.10,2:02.96,6,9.00,2:02.97,4,9.10,2:02.89,1,9.07,2:02.57,3,9.09,2:02.78,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
2,9.16,2:11.84,5,9.28,2:12.24,6,9.40,2:12.37,3,9.01,2:11.90,1,9.01,2:11.58,4,9.15,2:11.93,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
5,10.98,2:22.816,3,9.08,2:21.321,4,9.09,2:21.460,0,,DQ,1,9.24,2:20.814,2,9.35,2:21.273,2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",1500m,m,Semifinals,1
