Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
4,14.890,14.890,1,14.220,14.220,2,14.630,14.630,3,14.640,14.640
1,10.610,25.510,3,11.830,26.050,4,11.550,26.190,2,11.130,25.780
1,10.720,36.240,4,10.630,36.690,3,10.360,36.550,2,10.600,36.380
2,10.140,46.380,4,10.100,46.790,3,9.860,46.420,1,9.820,46.210
1,10.180,56.560,4,10.270,57.070,3,10.610,57.030,2,10.510,56.720
1,9.970,1:06.540,4,9.920,1:06.990,2,9.760,1:06.800,3,10.110,1:06.840
1,9.950,1:16.500,4,9.950,1:16.950,3,9.810,1:16.610,2,9.710,1:16.550
3,9.720,1:26.230,4,9.670,1:26.630,1,9.490,1:26.100,2,9.590,1:26.150
2,9.560,1:35.790,4,10.000,1:36.630,3,9.720,1:35.830,1,9.630,1:35.780
