Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Kristina VUTEVA POSITION,Kristina VUTEVA LAP TIME,Kristina VUTEVA ELAPSED TIME
1,7.32,7.32,2,7.57,7.57,4,8.07,8.07,3,7.89,7.89
1,9.66,16.98,2,9.62,17.19,4,10.06,18.13,3,9.93,17.82
1,9.12,26.10,2,9.16,26.35,4,9.27,27.40,3,9.36,27.18
1,9.43,35.53,2,9.45,35.80,3,9.42,36.82,4,9.89,37.07
1,9.72,45.241,2,9.78,45.576,3,9.90,46.711,4,10.10,47.169
