KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME
2,6.81,6.81,3,7.03,7.03,1,6.79,6.79,5,7.25,7.25,4,7.16,7.16
2,9.01,15.82,3,8.99,16.02,1,8.94,15.73,4,9.23,16.48,5,9.43,16.59
2,8.35,24.17,3,8.60,24.62,1,8.30,24.03,4,8.62,25.10,5,9.04,25.63
2,8.44,32.61,3,8.65,33.27,1,8.47,32.50,4,8.56,33.66,5,9.13,34.76
2,8.59,41.20,3,9.03,42.30,1,8.66,41.16,4,8.68,42.34,5,9.30,44.06
