Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,YEO Jun-Hyung POSITION,YEO Jun-Hyung LAP TIME,YEO Jun-Hyung ELAPSED TIME
2,13.364,13.364,3,13.579,13.579,4,13.654,13.654,1,13.361,13.361
1,10.602,23.965,4,10.730,24.308,3,10.456,24.110,2,10.622,23.983
2,9.947,33.911,4,9.959,34.267,3,9.988,34.097,1,9.897,33.879
2,9.539,43.450,4,9.386,43.652,1,9.257,43.354,3,9.612,43.491
4,9.585,53.035,3,9.026,52.678,1,8.994,52.347,2,9.114,52.605
4,9.277,1:02.312,3,9.406,1:02.083,1,9.461,1:01.808,2,9.366,1:01.971
4,9.854,1:12.165,3,9.306,1:11.389,1,9.396,1:11.203,2,9.271,1:11.242
4,10.279,1:22.443,3,9.429,1:20.817,2,9.603,1:20.806,1,9.461,1:20.703
4,10.88,1:33.321,2,9.63,1:30.443,3,10.02,1:30.817,1,9.59,1:30.290
