Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,7.07,7.07,3,7.43,7.43,2,7.20,7.20,4,7.55,7.55
1,9.16,16.23,3,9.20,16.63,2,9.25,16.45,4,9.20,16.75
1,8.75,24.98,4,9.09,25.72,2,8.92,25.37,3,8.73,25.48
1,8.79,33.77,4,9.11,34.83,2,9.05,34.42,3,8.95,34.43
1,9.06,42.824,4,9.16,43.989,3,9.55,43.964,2,9.22,43.646
