LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
3,14.27,14.27,1,14.04,,4,14.48,14.48,2,14.15,14.15
3,10.80,25.07,1,10.82,,4,10.73,25.21,2,10.86,25.01
2,10.04,35.11,1,10.20,,4,10.08,35.29,3,10.15,35.16
1,9.29,44.40,3,9.45,,4,9.32,44.61,2,9.32,44.48
1,9.02,53.42,2,9.03,,4,9.11,53.72,3,9.09,53.57
1,8.95,1:02.37,2,8.87,,4,8.93,1:02.65,3,9.03,1:02.60
1,8.87,1:11.24,3,9.35,,2,8.91,1:11.56,4,9.56,1:12.16
1,8.92,1:20.16,3,9.10,,2,8.99,1:20.55,4,9.61,1:21.77
1,9.15,1:29.31,3,9.16,,2,9.23,1:29.78,4,10.05,1:31.82
