START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,8.13,,4,8.25,8.25,,,,1,8.02,8.02,5,8.40,8.40,3,8.14,,7,8.60,8.60,6,8.52,8.52,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
5,10.84,,4,10.68,18.93,,,,3,10.86,18.88,6,10.63,19.03,2,10.65,,7,10.66,19.26,1,10.08,18.60,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
5,9.58,,1,9.20,28.13,,,,4,9.61,28.49,6,9.59,28.62,3,9.61,,7,9.56,28.82,2,9.67,28.27,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
3,9.37,,1,9.46,37.59,,,,7,9.86,38.35,4,9.36,37.98,5,9.62,,6,9.26,38.08,2,9.40,37.67,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
7,21.76,,1,9.22,46.81,,,,5,9.06,47.41,4,9.28,47.26,3,9.00,,6,9.59,47.67,2,9.26,46.93,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
7,19.71,,1,9.09,55.90,,,,5,9.09,56.50,4,9.09,56.35,3,9.23,,6,9.05,56.72,2,9.19,56.12,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
8,14.07,,1,9.15,1:05.05,2,,,6,9.04,1:05.54,5,9.13,1:05.48,4,9.14,,7,8.93,1:05.65,3,9.17,1:05.29,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
8,12.05,,2,9.20,1:14.25,1,9.11,,6,9.19,1:14.73,5,9.17,1:14.65,4,9.18,,7,9.17,1:14.82,3,9.15,1:14.44,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
8,11.62,,2,9.18,1:23.43,1,9.20,,6,9.19,1:23.92,5,9.16,1:23.81,3,9.06,,7,9.21,1:24.03,4,9.21,1:23.65,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
8,11.50,,1,9.17,1:32.60,2,9.39,,6,9.10,1:33.02,5,9.12,1:32.93,3,9.17,,7,9.06,1:33.09,4,9.23,1:32.88,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
8,10.82,2:19.45,2,9.13,1:41.73,1,8.72,,7,9.42,1:42.44,4,9.20,1:42.13,3,9.20,,5,9.15,1:42.24,6,9.47,1:42.35,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
,,,2,9.14,1:50.87,1,9.28,,6,8.89,1:51.33,4,8.93,1:51.06,3,8.94,,5,8.99,1:51.23,7,9.18,1:51.53,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
,,,3,9.47,2:00.34,5,9.64,,6,9.10,2:00.43,2,9.08,2:00.14,1,8.90,,4,9.16,2:00.39,7,9.59,2:01.12,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
,,,5,9.58,2:09.92,6,10.86,,4,9.25,2:09.68,2,9.08,2:09.22,1,9.29,,3,9.27,2:09.66,7,10.39,2:11.51,2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,m,Semifinals,2
