Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
2,7.040,7.040,1,6.940,6.940,4,7.350,7.350,3,7.320,7.320
3,9.590,16.630,1,9.350,16.300,2,9.240,16.590,4,9.400,16.720
2,8.650,25.280,1,8.790,25.090,3,8.700,25.300,4,8.800,25.530
2,8.970,34.260,1,9.130,34.230,4,9.270,34.570,3,8.840,34.380
4,9.430,43.690,3,9.230,43.460,2,8.870,43.450,1,9.050,43.430
